x,y
6.62,14.83
-3.02,0.89
0.50,5.47
-1.33,-0.80
7.32,19.31
-0.26,3.96
-4.50,0.85
-9.55,-16.35
3.02,0.87
6.71,21.14
2.27,1.04
-7.13,-5.09
3.61,4.29
-9.55,-9.94
1.11,7.31
-5.52,-9.11
3.42,11.54
2.24,6.21
-1.25,5.41
-2.64,-0.04
-8.13,-9.26
7.05,16.61
2.91,0.82
8.51,13.66
-3.81,-5.52
-1.25,-0.21
-5.17,-4.04
6.10,7.57
-1.98,-0.84
0.05,9.25
-8.47,-5.64
-6.48,-9.94
-2.21,3.16
2.91,9.79
-0.92,4.45
2.78,6.95
-9.15,-11.97
-0.40,0.85
5.50,8.26
2.31,9.25
-2.13,1.92
5.64,8.43
-5.15,-0.42
0.28,6.52
2.17,5.37
0.20,4.20
-0.24,3.71
7.27,13.26
7.50,9.74
1.17,-1.40
-3.81,-6.56
2.50,4.19
-7.47,-6.94
-9.84,-15.80
6.51,11.66
-7.22,-8.88
-4.92,-5.87
2.21,5.56
-0.84,1.17
-7.44,-12.47
9.62,14.27
-8.64,-13.97
-1.53,-0.64
-7.41,-8.00
7.90,10.47
-9.60,-14.71
-6.63,-9.20
-2.74,2.83
2.60,4.38
0.63,8.76
-6.11,-3.54
-4.97,-4.07
9.35,17.66
7.69,13.96
5.67,11.84
7.62,19.06
-7.09,-8.33
-4.92,-2.90
2.56,6.10
6.69,14.60
5.25,15.77
2.56,8.71
-3.07,4.14
-0.18,5.73
-6.46,-6.38
8.22,12.94
0.04,10.77
0.36,5.15
-8.03,-12.37
2.32,8.84
-8.55,-8.86
8.16,20.09
-1.39,1.83
-8.51,-2.55
-0.82,3.71
-9.98,-16.73
-2.72,0.74
-8.33,-15.10
6.66,13.07
9.96,20.15
-0.81,5.37
-1.16,1.83
-1.75,-0.66
-8.18,-4.57
-8.37,-11.37
8.59,21.25
8.74,17.44
5.74,4.32
-3.70,-2.67
-6.89,-2.20
6.51,6.61
-3.02,-1.32
8.57,14.35
8.91,15.01
0.84,4.91
6.33,9.62
8.54,17.35
-8.24,-6.39
-7.08,-10.58
7.54,14.82
1.93,6.10
-5.26,-0.05
5.31,11.42
3.89,4.78
3.50,12.78
-4.42,-1.39
2.85,12.04
-7.53,-6.85
-5.49,-2.04
-9.40,-14.36
-5.34,-4.41
-2.55,-6.15
-2.38,-0.74
0.73,7.69
-8.89,-13.77
1.00,8.89
0.17,6.89
-8.92,-4.49
-2.41,-3.03
-8.79,-7.77
-7.62,-5.24
7.49,24.46
-9.71,-7.33
-5.43,-4.88
4.02,9.68
-4.48,-0.57
5.50,12.34
-6.65,-6.20
7.93,10.01
7.83,12.46
-1.64,0.98
-4.53,-8.34
4.41,8.56
1.77,2.89
-5.71,-7.07
9.03,18.95
-6.40,-5.62
-1.99,0.96
5.34,13.05
-2.90,-0.59
1.97,-0.16
5.45,15.12
-3.09,0.27
4.28,11.02
-9.82,-10.99
1.14,-1.22
1.45,4.23
-0.12,0.19
8.74,12.66
5.10,6.28
-4.28,-5.07
1.38,7.82
2.69,8.62
-5.72,-5.01
7.48,15.97
8.63,10.10
4.54,10.96
0.97,4.87
-2.26,1.72
-6.56,1.18
-1.42,-1.00
7.37,18.04
-2.65,-5.37
8.38,16.71
-7.18,-18.09
-2.28,2.46
-0.55,-1.81
-6.63,-8.90
0.43,3.40
1.66,3.42
-4.13,-0.14
-3.54,-2.11
4.93,12.48
-5.52,-7.48
-3.82,-1.04
-0.67,6.51
-6.00,-2.80
-8.95,-8.86
-2.00,1.24
-9.06,-12.64
-9.69,-12.82
-2.64,0.87
4.46,11.39
0.87,9.27
-7.95,-8.70
-2.41,-0.07
-5.92,-6.29
-6.80,-8.88
4.67,10.00
6.19,11.69
-7.14,-8.45
-1.90,2.32
4.49,4.07
-6.74,-10.27
0.07,2.45
9.99,8.32
-0.73,2.31
-2.32,6.49
-8.74,-4.97
4.45,3.38
-6.81,-7.30
1.48,5.21
7.80,18.17
-9.35,-16.15
9.88,17.25
-4.99,-7.45
7.27,11.67
8.63,16.02
7.12,15.95
4.30,8.60
6.05,9.13
9.27,24.21
-6.85,-8.29
4.99,14.14
0.20,2.21
1.60,3.65
-3.45,-2.39
-4.78,-6.46
1.89,6.75
-1.37,6.85
-2.66,-1.01
-9.45,-11.23
-0.91,1.44
-2.84,-1.76
6.43,13.70
6.47,14.46
-6.88,-6.27
-7.27,-7.30
0.92,5.75
-4.32,-2.89
-8.17,-7.63
1.29,9.55
-2.60,-4.33
7.30,7.65
-8.05,-9.98
3.92,9.10
-2.01,-0.98
1.85,7.62
2.34,3.20
-9.23,-6.68
8.35,18.04
-7.49,-9.72
-2.84,-2.78
0.91,7.42
-1.42,-0.11
-2.73,1.25
-3.74,0.43
3.40,6.13
7.45,15.76
-0.92,-0.18
6.03,15.34
7.38,14.80
5.28,9.09
5.33,11.47
-1.35,0.13
-9.11,-13.98
1.18,11.85
-5.27,-1.14
-2.70,5.63
-5.30,-5.77
-6.43,-4.50
5.48,12.21
-5.94,-2.13
-7.96,-6.89
3.92,10.57
6.30,11.95
5.38,7.04
-9.81,-8.07
-6.42,-2.79
9.17,20.37
-2.61,-0.59
-3.09,3.05
3.96,9.67
-1.30,0.05
-2.52,-3.90
-6.03,-7.89
-4.99,-6.69
5.47,10.93
2.71,7.89
3.49,10.95
-6.67,-5.77
-6.91,-6.04
-9.53,-8.14
-3.75,-2.22
1.10,-1.46
-4.51,-1.26
-1.68,-0.94
-8.04,-11.86
7.91,18.71
-0.68,5.77
-4.96,-4.65
-2.21,0.49
-6.05,-10.46
7.79,10.78
-5.36,-2.27
2.73,6.67
1.28,-0.64
-6.72,-6.89
6.99,19.71
-8.59,-10.84
8.91,20.66
-1.91,-2.15
-0.68,4.81
7.12,11.09
7.95,12.84
7.83,16.90
-8.14,-7.45
-5.78,-8.68
7.05,15.63
1.94,4.88
8.39,13.33
-8.37,-9.91
2.17,6.38
5.85,12.69
-1.32,8.39
3.92,5.36
-1.33,-1.00
4.15,10.54
9.31,19.27
-5.78,-5.84
3.51,9.72
4.05,12.91
-4.20,-10.00
6.15,15.97
7.57,11.28
-3.97,0.29
-6.51,-3.06
7.81,9.43
1.86,4.35
4.73,9.40
-7.26,-10.05
-7.67,-11.23
-9.16,-8.09
0.75,3.44
-1.13,0.21
-1.42,-2.60
0.95,4.07
3.14,6.94
4.64,4.42
-0.09,8.25
-9.64,-16.72
2.94,7.20
9.68,9.17
9.43,16.08
4.01,3.45
-7.16,-10.94
0.34,3.44
-9.96,-12.03
-8.78,-4.57
6.70,11.50
-8.17,-5.67
-4.64,-3.82
4.95,13.50
-8.44,-15.92
7.11,12.51
8.02,15.53
6.22,13.70
7.95,12.16
7.84,14.52
9.10,22.62
-0.07,1.92
-6.06,-6.84
-8.04,-14.66
-2.46,0.95
6.57,13.03
-2.61,-2.60
-4.33,-2.37
-2.70,-1.80
5.06,13.15
-2.50,0.26
5.48,10.11
-3.02,4.84
-1.08,-1.61
8.24,18.25
3.20,11.01
-5.30,-5.25
7.31,6.20
6.40,15.06
5.46,7.49
9.06,0.95
-3.44,1.48
2.14,10.34
4.41,9.45
7.00,11.14
-8.45,-7.96
0.04,4.22
3.54,12.85
-3.30,-3.04
4.63,11.15
-0.12,6.28
-2.26,-4.47
-5.06,-12.35
2.32,10.38
-2.50,-5.34
-9.50,-14.39
-4.93,-1.61
8.40,15.43
1.77,5.25
9.58,23.60
3.78,13.24
2.89,5.35
-1.37,-0.35
7.72,18.65
-7.70,-11.60
6.84,16.45
-0.21,2.10
-5.71,-8.91
3.12,0.95
-8.95,-14.12
0.79,4.55
8.36,13.52
-8.18,-6.20
-4.06,0.79
-3.93,-1.61
7.30,17.58
8.33,13.75
2.14,1.62
-6.30,-7.57
-7.15,-10.62
5.44,8.45
8.99,21.72
4.29,9.68
-8.72,-10.34
3.50,9.56
-2.61,6.42
2.52,7.22
6.07,11.56
8.12,6.41
3.81,8.88
9.15,16.36
-3.03,0.40
-3.95,2.36
-0.06,-0.44
3.42,8.78
8.89,16.99
3.55,9.73
-9.25,-8.19
-3.54,0.01
-2.55,-1.41
1.35,0.96
-7.23,-0.98
6.01,10.90
1.68,8.50
-4.19,1.73
0.46,0.73
2.96,9.17
9.58,15.15
-5.66,-0.98
-6.50,-6.91
8.57,10.45
-8.75,-6.93
-5.29,-1.41
6.86,7.07
0.36,1.04
-0.27,-3.92
-5.56,-8.78
-3.37,0.46
4.11,7.50
-4.42,-0.53
5.22,13.28
3.51,11.05
0.31,2.71
6.95,19.21
-0.09,2.11
0.58,1.77
-6.41,-8.84
7.76,15.29
-1.13,-0.70
1.98,5.76
7.51,13.46
-2.80,-3.61
-0.82,-2.46
1.18,-1.21
8.65,15.01
3.81,9.10
-9.25,-11.68
-7.81,-8.69
7.86,16.58
5.17,8.67
4.59,12.00
3.52,7.46
2.19,2.50
-3.33,0.38
-8.55,-9.40
9.42,15.61
6.55,4.35
8.39,12.28
-2.65,-6.93
-1.96,-1.62
-1.34,1.62
8.22,16.04
4.28,15.75
6.40,9.55
-2.18,-2.41
-4.95,-2.11
9.51,11.42
5.48,8.73
7.73,7.01
1.78,2.78
-1.76,1.78
-8.62,-9.87
-7.66,-9.58
2.45,13.80
2.89,10.12
-0.11,2.43
-6.94,-11.34
-1.33,0.40
-9.38,-11.16
4.81,15.13
-5.06,-10.38
9.53,16.39
1.23,0.59
7.50,12.79
3.84,4.64
4.05,6.07
1.52,4.48
1.63,2.24
-5.50,0.88
3.14,11.69
-3.01,-2.32
9.65,12.66
-5.75,-7.62
6.07,9.29
-6.94,-8.94
4.96,12.12
3.06,5.58
-5.84,-4.62
8.17,20.36
0.92,4.03
-2.17,2.88
4.70,11.09
9.42,14.68
1.79,5.14
-2.86,-2.44
4.05,11.20
7.99,11.13
7.58,13.56
4.55,7.26
5.53,10.22
2.00,-4.07
-0.99,-0.29
6.91,14.26
0.83,4.40
-8.85,-13.29
-6.63,-10.02
-2.33,-3.24
4.07,11.85
-9.41,-9.83
-3.89,-8.47
-4.39,-3.81
2.35,12.19
0.29,0.60
-3.22,2.59
-1.23,4.37
1.64,2.61
3.82,9.12
4.49,20.25
-7.04,-3.41
6.62,10.80
6.68,26.08
-8.59,-8.07
5.87,6.28
6.86,15.15
5.70,9.02
-5.51,-7.33
-7.89,-7.89
9.13,10.52
-9.00,-2.90
8.81,11.37
-2.96,0.54
-7.75,-5.79
9.85,11.82
-3.03,-2.06
-4.67,-4.95
-6.27,-9.59
0.67,-0.27
5.29,15.64
4.72,11.11
-2.47,0.17
-2.24,6.49
4.39,5.96
7.51,14.14
8.19,13.44
-5.76,0.16
7.72,19.29
-8.81,-10.57
-6.93,-6.92
8.99,12.86
-7.99,-10.92
-7.04,-8.25
-9.41,-11.78
6.65,14.86
-2.74,-1.18
-8.88,-13.73
-4.43,-1.21
-5.81,-8.39
-1.21,3.38
-0.22,4.96
-0.88,4.40
0.12,-2.35
-8.39,-5.03
1.97,3.08
-0.54,-1.31
-0.28,2.08
8.61,13.12
9.28,22.33
0.89,1.77
7.69,18.78
5.15,12.39
-0.81,8.73
-0.28,4.34
-4.12,-9.12
9.48,15.34
-7.25,-12.45
-8.07,-4.26
6.79,11.47
-0.20,5.82
-5.31,-0.98
3.56,15.88
-4.42,-4.83
-4.93,-10.78
-1.97,-1.20
1.58,11.11
8.00,17.06
-7.39,-7.64
-9.62,-14.04
-9.60,-15.53
4.43,9.78
9.41,15.91
0.54,4.43
2.19,3.04
7.33,19.78
-1.07,-4.43
-0.51,2.39
4.67,7.03
-5.48,-0.94
4.63,7.03
-3.66,-3.36
-1.77,-0.74
4.72,6.23
-8.88,-6.28
-4.35,-2.56
-0.29,1.16
0.91,2.54
-5.42,-3.28
-0.60,5.97
-5.77,-6.68
9.36,6.34
-9.61,-5.17
-0.03,-1.09
9.90,14.28
1.43,6.20
2.64,8.48
8.33,21.45
-7.37,-6.02
-0.80,4.30
3.18,5.76
-7.20,-5.45
1.66,4.60
-5.55,-11.80
-8.68,-15.77
-0.44,6.36
-4.61,-7.87
9.62,11.02
8.37,16.75
0.25,-4.39
-8.14,-7.92
-3.90,1.81
2.25,5.49
6.97,15.99
-7.81,-15.18
8.00,20.93
4.94,12.37
3.66,11.16
2.58,6.93
3.62,12.12
5.47,16.22
-7.22,-2.28
-1.91,0.34
5.52,11.17
-5.29,-9.22
-0.70,7.23
-3.77,-6.81
5.79,13.77
3.78,8.63
5.77,13.09
-2.98,-3.85
-0.53,4.92
-0.08,-2.68
1.21,3.73
-7.88,-5.07
0.78,7.39
8.92,21.62
5.80,12.95
9.16,17.51
-4.53,-0.71
-9.05,-5.97
4.01,13.69
0.36,1.79
-8.55,-15.93
0.47,6.24
5.02,13.10
-2.78,-4.23
1.32,3.50
9.17,19.39
-3.95,7.01
-4.46,-3.80
-2.26,-2.90
-9.60,-8.03
-2.46,-1.70
1.32,5.99
2.65,7.02
-7.82,-9.93
1.03,0.61
0.23,4.99
-0.67,3.35
-4.87,-12.49
-6.17,-5.58
-1.19,1.48
-9.39,-12.52
3.44,9.67
10.00,11.08
2.16,6.80
7.73,20.47
3.87,11.75
-8.72,-5.37
-8.95,-13.63
-3.17,-0.21
6.28,13.63
-4.15,-10.85
4.87,12.77
6.01,13.80
0.21,1.88
-5.06,-4.19
8.29,10.64
8.35,15.53
1.44,4.25
-5.43,-4.65
-4.79,-6.25
-3.33,-0.08
0.88,10.34
4.15,10.93
1.95,10.25
-8.46,-10.54
8.95,17.33
-4.29,-2.33
-0.28,2.77
1.92,13.09
4.54,11.27
9.89,22.06
-3.24,-1.41
-1.33,-1.03
0.36,-0.64
5.44,8.98
-6.04,-2.51
7.08,13.80
-8.08,-10.43
-7.60,-6.84
1.76,7.73
0.53,4.74
-1.56,4.61
7.82,16.83
9.07,19.76
-4.79,-3.39
-2.56,-0.10
7.56,17.92
3.73,5.45
4.11,13.81
0.11,8.00
-2.10,0.73
-1.45,-2.75
3.89,10.19
2.88,5.07
5.83,5.02
-5.27,-4.33
-1.28,4.05
9.70,23.44
0.76,5.68
7.76,18.86
8.48,9.55
-7.45,-4.19
-4.54,-6.39
-5.02,-2.93
5.68,8.05
-3.80,-3.08
-3.95,-8.21
-8.71,-4.01
0.65,9.13
6.18,6.48
-0.46,-1.87
-0.89,2.43
-2.95,-1.03
-2.95,-1.98
5.67,10.95
-3.97,-5.28
3.89,15.48
7.88,16.22
-8.66,-6.25
-7.64,-12.83
1.70,6.06
-0.83,6.63
-7.56,-8.38
0.95,3.12
6.85,20.14
4.56,12.26
-3.10,-0.79
2.67,-0.81
-6.48,-5.20
9.98,12.87
-5.86,-5.41
-3.44,-10.21
-6.42,-12.94
-8.49,-12.72
-0.56,1.95
3.69,6.59
-3.61,-2.68
-3.16,-4.42
9.85,13.89
10.00,19.69
1.91,10.34
3.73,6.43
2.08,7.83
-2.87,2.51
-5.71,-6.21
9.38,14.70
5.75,13.96
6.54,8.59
-3.49,0.70
6.39,11.52
-3.89,-3.17
7.43,13.69
5.12,2.66
-5.91,-5.69
-8.77,-6.11
3.85,2.44
-2.31,1.87
-0.13,3.02
3.14,7.56
3.51,12.08
-4.68,-3.05
-1.24,-0.53
7.22,10.37
-9.65,-5.28
4.17,5.00
8.61,12.68
-4.17,-3.36
-7.19,-8.68
3.44,9.12
0.66,4.62
-0.12,1.44
-2.54,-1.24
6.74,15.95
-4.97,2.91
-7.49,-14.60
3.98,7.83
-1.82,0.29
-7.21,-7.82
-4.89,-4.11
9.37,16.58
-2.84,1.67
2.95,6.05
-0.45,-1.30
-1.79,5.05
-9.28,-15.14
9.01,16.92
1.02,4.54
9.74,13.26
-9.15,-6.00
-7.78,-10.20
4.40,10.67
-5.19,-6.18
-1.10,5.67
-3.47,1.69
1.87,0.78
-5.19,-11.26
-0.14,3.96
-0.33,2.88
-2.00,-2.89
-3.11,-3.44
-7.94,-11.42
4.84,14.44
0.22,4.83
6.58,10.82
-3.12,-3.73
8.47,12.59
1.68,0.47
-1.92,-0.92
-0.71,6.17
2.44,5.15
-3.29,0.81
1.40,6.66
-8.52,-2.19
8.13,13.34
-0.28,2.44
7.69,13.71
5.32,5.60
-0.16,3.81
-1.63,4.00
-5.64,-2.50
-8.91,-15.52
9.83,18.06
8.78,17.93
8.88,11.33
-1.68,4.10
-9.83,-8.72
-3.76,-3.19
4.40,9.37
4.68,8.34
-1.12,-4.21
-4.28,-2.83
-3.66,-2.05
6.63,15.49
8.82,13.19
6.21,20.06
-5.50,-2.95
3.97,11.25
4.10,10.19
1.03,7.26
-6.76,-10.52
-1.54,-1.43
2.12,3.73
8.89,11.74
9.45,24.34
-3.90,-3.64
-4.33,-6.87
1.81,7.90
4.84,11.42
-0.57,-2.27
4.48,12.43
7.31,11.03
-3.80,0.89
-0.02,4.84
1.78,6.71
6.36,10.77
-8.16,-11.30
-5.12,-3.40
3.52,13.45
1.76,4.65
9.18,12.88
3.06,7.26
6.48,14.27
6.53,9.65
8.14,17.73
-4.14,-0.80
0.51,5.97
-4.96,-1.66
0.50,7.23
0.17,4.94
-3.72,-9.49
-9.51,-4.41
4.41,2.95
-0.20,-1.58
8.22,19.52
-8.33,-11.21
0.43,8.73
-7.30,1.01
5.45,8.97
-4.75,-5.21
9.22,16.16
4.19,7.07
2.96,7.35
-7.77,-10.19
8.82,18.51
2.44,10.30
-1.63,6.78
8.85,18.15
-3.17,-2.11
1.35,6.32
-6.28,-6.17
4.99,8.17
-9.93,-19.11
-3.47,-3.51
-2.91,-1.30
-0.61,-4.35
6.86,13.92
-2.28,-1.14
-7.96,-11.31
-5.29,-8.68
-4.50,-0.18
4.69,10.38
3.41,6.96
6.49,16.31
0.76,4.59
4.27,9.90
5.27,11.13
-5.47,-7.17
7.16,19.55
-3.66,-0.91
4.20,9.07
-4.67,-3.56
3.17,9.10
-3.81,-7.02
-6.22,-3.19
9.69,15.96
5.12,11.22
-4.31,-5.44
6.46,7.48
6.70,12.86
-3.04,0.91
7.48,15.39
-1.52,-3.96
-3.72,-1.44
4.59,9.39
-4.10,-3.46
4.11,9.57
5.29,18.48
-3.28,-5.71
3.60,8.85
3.67,9.02
2.66,12.70
-6.62,-9.81
9.96,24.74
0.80,1.21
2.08,8.13
-4.45,-9.74
-6.02,-5.42
4.61,10.08
3.42,2.75
-2.61,-1.50
-8.52,-17.11
-3.77,-0.54
5.27,7.83
-7.42,-15.12
7.71,14.02
0.39,4.18
-7.53,-4.35
0.48,-0.51
8.72,16.50
2.40,9.45
1.70,10.18
-0.85,3.48
8.93,23.22
-8.73,-17.69
8.95,18.23
9.08,19.25
-1.06,0.90
-6.34,-1.88
-0.95,5.62
4.18,4.22
9.34,12.70
-2.42,-3.74
-7.95,-7.42
-1.91,-3.72
0.25,1.71
7.38,13.41
-9.58,-5.80
-5.56,-7.74
8.94,19.52
-9.64,-7.08
-7.51,-6.45
-8.20,-4.76
2.73,8.07
-8.96,-7.73
-7.72,-8.81
7.41,8.50
-7.08,-2.97
-1.39,-5.34
0.74,2.99
-9.37,-6.20
7.37,12.74
-6.83,-6.72
9.89,14.49
-5.21,-10.51
4.86,6.78
-3.08,1.40
-2.77,-0.72
4.02,13.00
5.17,10.77
8.83,12.11
0.80,6.78
6.66,9.79
3.27,8.80
4.70,12.41
-6.40,-9.37
-0.23,1.12
5.24,7.43
-4.02,-9.21
-4.09,-3.38
-1.86,-1.11
-6.73,-6.50
-4.98,-4.74
0.55,1.16
-8.95,-7.00
-5.69,-2.86
-7.53,-11.34
3.82,4.86
-6.41,-9.88
0.36,4.16
-1.66,0.05
2.30,13.30
2.89,2.26
4.44,10.65
-1.04,2.18
-0.31,6.00
-4.00,1.31
-9.52,-7.58
1.51,2.78
-4.37,3.75
-6.81,-9.41
-9.11,-13.01
-3.96,-1.97
1.76,-1.30
5.79,8.46
5.93,13.13
-2.22,-1.40
9.08,18.47
-0.16,-1.02
-9.55,-4.40
-7.69,-6.61
6.62,8.49
-8.65,-12.63
-1.07,-1.72
8.50,19.75
-9.84,-22.64
-8.83,-23.73
-6.43,-8.04
-7.71,-11.86
1.65,5.97
4.08,8.33
-9.42,-7.81
0.76,6.81
-4.11,-9.00
0.72,7.49
-9.80,-12.43
-6.41,-10.24
6.35,14.16
-1.93,-2.22
-0.79,2.36
-6.88,-7.99
-6.41,-6.98
1.70,5.90
9.75,15.19
-3.56,0.03
3.68,14.29
1.30,4.86
-8.71,-7.19
-2.90,-7.94
-7.81,-10.02
4.24,7.80
-1.85,0.54
5.08,12.04
-4.07,-0.09
5.95,11.83
6.32,15.46
0.07,3.44
4.53,2.55
4.65,9.68
1.01,1.66
-4.93,-2.20
9.91,12.22
-1.23,-2.42
6.66,8.76
-6.15,-4.85
7.03,13.61
3.82,11.26
3.03,6.40
6.92,12.50
6.89,22.79
7.88,13.90
0.14,2.65
-6.51,-8.34
-2.37,0.56
-7.73,-12.70
-2.75,4.29
-0.11,1.04
7.20,16.97
-7.74,-7.30
-8.43,-11.10
5.49,9.59
-5.15,-3.41
-1.83,4.39
8.03,17.37
-5.54,-2.76
6.67,14.66
9.71,14.46
-3.51,-2.93
2.87,7.71
1.63,4.60
2.09,2.43
9.82,19.94
-1.79,-2.61
6.50,14.34
-2.09,1.49
-8.82,-14.53
1.08,-0.76
-0.52,0.38
-6.35,-5.82
-6.91,-10.95
-2.64,-0.90
1.78,4.71
7.89,16.99
-5.50,-1.70
-4.08,-7.07
6.77,17.93
9.98,10.75
7.00,9.48
-3.06,0.04
-9.78,-14.03
6.68,8.64
4.56,6.19
-6.74,-7.68
-6.19,-2.22
0.13,3.39
3.89,9.67
-3.71,-2.23
-4.08,-8.74
6.44,8.66
-2.87,-4.09
-0.72,2.28
-2.80,5.69
-8.13,-17.43
-4.72,-3.39
1.22,10.26
3.22,8.00
-6.00,2.32
-9.18,-15.70
-8.85,-13.75
1.48,2.74
-1.22,2.65
-5.23,-1.35
-5.44,-3.90
-2.27,2.58
-8.87,-0.86
-2.46,1.11
-6.96,-7.81
4.47,8.79
-5.79,1.43
9.79,17.83
-4.78,-6.50
5.46,15.54
1.08,4.24
-3.60,-1.45
3.31,8.34
-5.72,-2.53
-5.99,0.55
-5.71,-4.08
-1.01,1.54
9.12,18.47
-7.86,-6.86
-8.49,-0.91
4.19,3.73
-6.39,-5.24
1.13,3.86
6.79,14.66
-9.75,-9.79
5.55,12.91
-8.31,-14.71
-7.90,-6.90
-2.97,-3.16
4.06,7.98
-8.77,-3.06
6.14,8.91
5.47,14.69
-3.59,1.00
-4.97,-3.42
5.20,13.95
-7.27,-7.61
-2.44,3.27
-9.21,-23.59
8.85,20.59
-5.60,-8.66
-1.36,-0.61
-5.08,-6.72
9.99,24.13
-5.89,-7.51
-8.41,-7.27
8.25,18.60
-3.63,-0.14
-5.21,-7.98
-7.56,-6.36
9.59,15.20
-4.06,-5.22
-6.26,-10.70
-9.42,-15.74
-1.95,-0.49
-4.20,-1.31
7.37,13.46
-4.39,-5.73
-3.69,-5.63
-2.34,2.67
8.95,12.09
1.48,1.97
-8.54,0.04
-8.70,-7.47
-7.41,-7.38
7.11,11.23
5.22,12.66
3.13,6.92
-3.46,-2.05
-4.25,-4.43
-3.48,0.93
-7.22,-3.69
-6.11,-14.07
-3.99,-4.88
0.86,3.44
3.48,3.52
3.95,5.25
-0.50,4.83
-7.03,-7.96
5.32,10.02
5.16,6.69
-9.90,-10.80
5.98,13.55
6.21,12.82
-8.67,-13.58
4.97,9.72
-5.27,-0.88
-9.33,-10.98
-1.03,0.17
0.03,7.89
9.03,10.17
9.59,22.28
-6.77,-9.50
-3.69,-8.09
-6.67,-9.15
6.78,12.61
-4.00,-7.87
1.99,5.74
1.68,1.90
-3.04,3.41
2.16,3.94
-6.77,-4.94
-0.05,3.19
-2.65,-2.42
9.33,21.09
-2.61,-0.11
1.86,12.21
1.90,10.62
0.21,0.09
-7.38,-9.32
2.98,5.55
-8.64,-5.75
7.44,9.73
2.86,2.37
-4.37,-9.70
5.10,7.33
-4.38,-10.66
-3.34,-3.18
-2.59,-1.69
2.78,8.22
8.96,14.15
-9.77,-13.79
-3.23,-0.50
-4.10,-10.66
-1.19,6.02
9.48,16.79
-4.83,-0.68
5.99,11.28
-9.80,-3.88
2.71,7.22
-2.64,-3.43
4.96,13.70
3.42,8.72
-6.69,-10.19
-7.49,-11.18
-7.60,-5.80
8.83,18.05
-4.20,0.54
2.45,7.68
-9.95,-12.47
-3.77,0.15
5.81,7.76
2.96,7.40
-1.22,-1.51
-0.00,4.27
3.90,10.14
3.29,4.57
-5.71,-7.85
-6.20,-9.66
5.02,3.07
-7.88,-5.55
-3.68,-6.52
-3.86,-4.53
5.54,12.58
-9.42,-6.35
-9.95,-7.96
6.03,15.20
-7.68,-8.91
-1.84,-0.94
-2.31,-1.67
8.82,15.13
-6.82,-7.74
2.27,5.30
1.50,4.40
2.68,10.75
-6.49,0.27
-3.96,-3.73
-7.66,-9.59
2.57,1.23
-6.40,-6.26
9.81,14.32
-9.67,-9.14
6.51,12.57
6.72,8.18
5.29,11.09
6.22,7.29
-0.91,1.59
-2.26,-0.58
-7.83,-7.47
-3.00,-9.06
1.78,7.34
5.16,10.65
5.82,8.48
6.06,12.23
-9.48,-13.61
-3.47,-2.18
0.21,0.62
3.01,5.25
-3.74,-7.33
-3.79,-4.40
-7.64,-9.11
-8.48,-8.69
0.72,4.34
-8.85,-14.64
-0.64,4.58
1.25,6.10
-6.39,-6.59
-8.65,-7.93
-0.81,4.06
-1.79,-1.41
6.84,12.94
-3.29,0.31
4.36,11.50
5.28,7.37
-1.50,4.19
-6.60,-7.81
0.43,6.10
-8.01,-11.00
-5.68,-3.22
3.67,12.68
9.93,16.98
-5.43,-8.53
3.71,12.64
-6.69,-11.39
-3.13,-3.90
5.25,12.26
-6.77,-3.94
2.71,10.78
4.51,10.09
4.13,9.27
-0.59,2.67
-7.35,-3.77
-9.89,-12.32
-2.99,-1.39
-1.93,1.58
-8.84,-14.10
9.46,19.98
1.53,6.89
8.11,14.62
-1.02,0.43
8.24,16.41
6.43,18.03
-9.42,-5.70
-9.01,-8.99
3.66,9.55
-4.60,-2.06
5.93,11.45
6.71,12.24
9.85,19.91
6.07,12.03
-6.20,-4.05
-2.04,2.72
-1.25,0.74
-1.93,-1.35
2.76,6.61
-4.06,2.15
8.80,18.26
-3.76,-1.22
3.83,7.11
-3.34,-2.26
3.14,9.98
-4.16,-1.26
4.88,10.99
-5.11,-5.64
6.12,9.66
1.18,6.14
1.34,11.14
6.15,7.38
-6.96,-7.11
5.06,15.21
5.46,10.87
4.08,5.16
-5.15,-6.44
9.72,20.84
-4.93,-5.26
-8.56,-12.96
-4.18,-2.07
-5.97,-3.23
4.28,15.72
-2.64,-4.46
-8.36,-8.02
-4.52,-1.12
5.66,8.80
9.68,15.91
-1.44,0.92
-3.56,-6.43
6.88,8.17
-4.00,-4.17
6.69,18.10
6.78,10.77
0.77,3.86
-9.50,-19.80
-5.97,-7.39
3.97,15.48
-5.77,-5.52
-0.21,1.83
-5.03,-4.26
-7.45,-13.99
2.14,1.57
5.84,15.07
-7.55,-12.79
8.49,7.20
-7.10,-6.19
-2.36,-3.36
4.51,6.25
-0.04,0.39
0.90,5.06
-1.35,0.38
4.70,2.77
8.75,16.24
-8.43,-5.17
6.31,14.34
7.64,9.48
-3.15,-1.13
-7.69,-8.41
-5.14,-1.37
-6.64,-10.08
0.92,-1.74
-8.15,-6.36
6.17,10.09
-4.33,-2.24
-8.36,-8.97
-6.37,-7.63
-9.43,-17.01
-1.23,2.76
-4.36,-2.80
-2.82,2.75
-2.35,-0.06
3.68,7.84
-5.14,-4.26
-3.72,-4.10
-6.62,-2.69
-0.98,2.34
-6.31,-8.88
-7.05,-8.19
-4.48,-1.26
